pdf_path,company,registrant_name,company_name_mismatch,error
../downolad_files/data/nasdaq_annual_reports\dawson-geophysical-co\NASDAQ_DWSN_2021.pdf,dawson-geophysical-co,DAWSON GEOPHYSICAL COMPANY,False,
../downolad_files/data/nasdaq_annual_reports\deckers-outdoor-corp\NASDAQ_DECK_2019.pdf,deckers-outdoor-corp,DECKERS OUTDOOR CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\deckers-outdoor-corp\NASDAQ_DECK_2020.pdf,deckers-outdoor-corp,DECKERS OUTDOOR CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\deckers-outdoor-corp\NASDAQ_DECK_2018.pdf,deckers-outdoor-corp,DECKERS OUTDOOR CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\deciphera-pharmaceuticals-inc\NASDAQ_DCPH_2019.pdf,deciphera-pharmaceuticals-inc,"DECIPHERA PHARMACEUTICALS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\del-friscos-restaurant-group-inc\NASDAQ_DFRG_2015.pdf,del-friscos-restaurant-group-inc,"Del Frisco’s Restaurant Group, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\deciphera-pharmaceuticals-inc\NASDAQ_DCPH_2020.pdf,deciphera-pharmaceuticals-inc,"DECIPHERA PHARMACEUTICALS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\deckers-outdoor-corp\NASDAQ_DECK_2021.pdf,deckers-outdoor-corp,,,
../downolad_files/data/nasdaq_annual_reports\deciphera-pharmaceuticals-inc\NASDAQ_DCPH_2021.pdf,deciphera-pharmaceuticals-inc,"DECIPHERA PHARMACEUTICALS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\del-friscos-restaurant-group-inc\NASDAQ_DFRG_2017.pdf,del-friscos-restaurant-group-inc,"Del Frisco’s Restaurant Group, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\del-taco-restaurants-inc\NASDAQ_TACO_2017.PDF,del-taco-restaurants-inc,"DEL TACO RESTAURANTS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\del-friscos-restaurant-group-inc\NASDAQ_DFRG_2016.pdf,del-friscos-restaurant-group-inc,"Del Frisco’s Restaurant Group, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\del-taco-restaurants-inc\NASDAQ_TACO_2018.pdf,del-taco-restaurants-inc,"DEL TACO RESTAURANTS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\del-taco-restaurants-inc\NASDAQ_TACO_2019.pdf,del-taco-restaurants-inc,,,
../downolad_files/data/nasdaq_annual_reports\del-friscos-restaurant-group-inc\NASDAQ_DFRG_2018.pdf,del-friscos-restaurant-group-inc,"Del Frisco’s Restaurant Group, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\dennys-corporation\NASDAQ_DENN_2016.pdf,dennys-corporation,,,
../downolad_files/data/nasdaq_annual_reports\del-taco-restaurants-inc\NASDAQ_TACO_2020.pdf,del-taco-restaurants-inc,"DEL TACO RESTAURANTS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\delcath-systems-inc\NASDAQ_DCTH_2021.pdf,delcath-systems-inc,,,
../downolad_files/data/nasdaq_annual_reports\dennys-corporation\NASDAQ_DENN_2017.pdf,dennys-corporation,DENNY'S CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\dennys-corporation\NASDAQ_DENN_2018.pdf,dennys-corporation,DENNY’S CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\dentsply-sirona-inc\NASDAQ_XRAY_2018.pdf,,,,unpack requires a buffer of 12 bytes
../downolad_files/data/nasdaq_annual_reports\delcath-systems-inc\NASDAQ_DCTH_2018.pdf,delcath-systems-inc,,,
../downolad_files/data/nasdaq_annual_reports\delcath-systems-inc\NASDAQ_DCTH_2020.pdf,delcath-systems-inc,,,
../downolad_files/data/nasdaq_annual_reports\delcath-systems-inc\NASDAQ_DCTH_2019.pdf,delcath-systems-inc,,,
../downolad_files/data/nasdaq_annual_reports\dentsply-sirona-inc\NASDAQ_XRAY_2019.pdf,dentsply-sirona-inc,DENTSPLY SIRONA Inc.,False,
../downolad_files/data/nasdaq_annual_reports\dennys-corporation\NASDAQ_DENN_2019.pdf,dennys-corporation,DE(cid:1)(cid:1)Y’S CORPORATIO(cid:1),True,
../downolad_files/data/nasdaq_annual_reports\dentsply-sirona-inc\NASDAQ_XRAY_2020.pdf,dentsply-sirona-inc,DENTSPLY SIRONA Inc.,False,
../downolad_files/data/nasdaq_annual_reports\dennys-corporation\NASDAQ_DENN_2020.pdf,dennys-corporation,DENNY’S CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\dermtech-inc\NASDAQ_DMTK_2020.pdf,dermtech-inc,"DERMTECH, INC.",False,
../downolad_files/data/nasdaq_annual_reports\descartes-systems-group-inc\NASDAQ_DSGX_2016.pdf,descartes-systems-group-inc,,,
../downolad_files/data/nasdaq_annual_reports\descartes-systems-group-inc\NASDAQ_DSGX_2017.pdf,descartes-systems-group-inc,,,
../downolad_files/data/nasdaq_annual_reports\dermtech-inc\NASDAQ_DMTK_2019.pdf,dermtech-inc,"DERMTECH, INC.",False,
../downolad_files/data/nasdaq_annual_reports\descartes-systems-group-inc\NASDAQ_DSGX_2018.pdf,descartes-systems-group-inc,,,
../downolad_files/data/nasdaq_annual_reports\descartes-systems-group-inc\NASDAQ_DSGX_2019.pdf,descartes-systems-group-inc,,,
../downolad_files/data/nasdaq_annual_reports\dermtech-inc\NASDAQ_DMTK_2021.pdf,dermtech-inc,"DERMTECH, INC.",False,
../downolad_files/data/nasdaq_annual_reports\descartes-systems-group-inc\NASDAQ_DSGX_2020.pdf,descartes-systems-group-inc,,,
../downolad_files/data/nasdaq_annual_reports\destination-maternity-corporation\NASDAQ_DEST_2017.pdf,destination-maternity-corporation,Destination Maternity Corporation,False,
../downolad_files/data/nasdaq_annual_reports\destination-maternity-corporation\NASDAQ_DEST_2018.pdf,destination-maternity-corporation,Destination Maternity Corporation,False,
../downolad_files/data/nasdaq_annual_reports\destination-maternity-corporation\NASDAQ_DEST_2016.pdf,destination-maternity-corporation,Destination Maternity Corporation,False,
../downolad_files/data/nasdaq_annual_reports\destination-xl-group-inc\NASDAQ_DXLG_2019.pdf,destination-xl-group-inc,,,
../downolad_files/data/nasdaq_annual_reports\dentsply-sirona-inc\NASDAQ_XRAY_2021.pdf,dentsply-sirona-inc,DENTSPLY SIRONA Inc.,False,
../downolad_files/data/nasdaq_annual_reports\destination-xl-group-inc\NASDAQ_DXLG_2018.pdf,destination-xl-group-inc,,,
../downolad_files/data/nasdaq_annual_reports\destination-maternity-corporation\NASDAQ_DEST_2019.pdf,destination-maternity-corporation,Destination Maternity Corporation,False,
../downolad_files/data/nasdaq_annual_reports\destination-xl-group-inc\NASDAQ_DXLG_2021.pdf,destination-xl-group-inc,"DESTINATION XL GROUP, INC.",False,
../downolad_files/data/nasdaq_annual_reports\destination-xl-group-inc\NASDAQ_DXLG_2020.pdf,destination-xl-group-inc,,,
../downolad_files/data/nasdaq_annual_reports\dexcom-inc\NASDAQ_DXCM_2018.pdf,dexcom-inc,"DEXCOM, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dexcom-inc\NASDAQ_DXCM_2019.pdf,dexcom-inc,"DEXCOM, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dexcom-inc\NASDAQ_DXCM_2020.pdf,dexcom-inc,"DEXCOM, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dexcom-inc\NASDAQ_DXCM_2021.pdf,dexcom-inc,"DEXCOM, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dhl-holdings-corp\NASDAQ_DLHC_2016.pdf,dhl-holdings-corp,DLH HOLDINGS CORP.,True,
../downolad_files/data/nasdaq_annual_reports\dhl-holdings-corp\NASDAQ_DLHC_2017.pdf,dhl-holdings-corp,DLH HOLDINGS CORP.,True,
../downolad_files/data/nasdaq_annual_reports\dhl-holdings-corp\NASDAQ_DLHC_2019.pdf,dhl-holdings-corp,DLH HOLDINGS CORP.,True,
../downolad_files/data/nasdaq_annual_reports\dhl-holdings-corp\NASDAQ_DLHC_2020.pdf,dhl-holdings-corp,DLH HOLDINGS CORP.,True,
../downolad_files/data/nasdaq_annual_reports\dialog-semiconductor\NASDAQ_DLGS_2016.pdf,dialog-semiconductor,,,
../downolad_files/data/nasdaq_annual_reports\dialog-semiconductor\NASDAQ_DLGS_2018.pdf,dialog-semiconductor,,,
../downolad_files/data/nasdaq_annual_reports\dhl-holdings-corp\NASDAQ_DLHC_2018.pdf,dhl-holdings-corp,DLH HOLDINGS CORP.,True,
../downolad_files/data/nasdaq_annual_reports\dialog-semiconductor\NASDAQ_DLGS_2017.pdf,dialog-semiconductor,,,
../downolad_files/data/nasdaq_annual_reports\dialog-semiconductor\NASDAQ_DLGS_2020.pdf,dialog-semiconductor,,,
../downolad_files/data/nasdaq_annual_reports\diamedica-therapeutics-inc\NASDAQ_DMAC_2019.pdf,diamedica-therapeutics-inc,,,
../downolad_files/data/nasdaq_annual_reports\diamedica-therapeutics-inc\NASDAQ_DMAC_2018.pdf,diamedica-therapeutics-inc,,,
../downolad_files/data/nasdaq_annual_reports\diamedica-therapeutics-inc\NASDAQ_DMAC_2020.pdf,diamedica-therapeutics-inc,,,
../downolad_files/data/nasdaq_annual_reports\diamedica-therapeutics-inc\NASDAQ_DMAC_2021.pdf,diamedica-therapeutics-inc,,,
../downolad_files/data/nasdaq_annual_reports\diamond-hill-investment-group-inc\NASDAQ_DHIL_2019.pdf,diamond-hill-investment-group-inc,,,
../downolad_files/data/nasdaq_annual_reports\diamond-hill-investment-group-inc\NASDAQ_DHIL_2021.pdf,diamond-hill-investment-group-inc,,,
../downolad_files/data/nasdaq_annual_reports\diamond-hill-investment-group-inc\NASDAQ_DHIL_2020.pdf,diamond-hill-investment-group-inc,,,
../downolad_files/data/nasdaq_annual_reports\diamond-hill-investment-group-inc\NASDAQ_DHIL_2018.pdf,diamond-hill-investment-group-inc,,,
../downolad_files/data/nasdaq_annual_reports\dialog-semiconductor\NASDAQ_DLGS_2019.pdf,dialog-semiconductor,,,
../downolad_files/data/nasdaq_annual_reports\diamondback-energy-inc\NASDAQ_FANG_2016.pdf,diamondback-energy-inc,"Diamondback Energy, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\diamondback-energy-inc\NASDAQ_FANG_2019.pdf,diamondback-energy-inc,"Diamondback Energy, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\diamondback-energy-inc\NASDAQ_FANG_2020.pdf,diamondback-energy-inc,"Diamondback Energy, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\diamondback-energy-inc\NASDAQ_FANG_2017.pdf,diamondback-energy-inc,"Diamondback Energy, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\diamondback-energy-inc\NASDAQ_FANG_2018.pdf,diamondback-energy-inc,"Diamondback Energy, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\dicerna-pharmaceuticals-inc\NASDAQ_DRNA_2017.pdf,dicerna-pharmaceuticals-inc,"DICERNA PHARMACEUTICALS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dicerna-pharmaceuticals-inc\NASDAQ_DRNA_2018.pdf,dicerna-pharmaceuticals-inc,"DICERNA PHARMACEUTICALS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dicerna-pharmaceuticals-inc\NASDAQ_DRNA_2019.pdf,dicerna-pharmaceuticals-inc,"DICERNA PHARMACEUTICALS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dicerna-pharmaceuticals-inc\NASDAQ_DRNA_2020.pdf,dicerna-pharmaceuticals-inc,"DICERNA PHARMACEUTICALS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\digi-international-inc\NASDAQ_DGII_2016.pdf,digi-international-inc,DIGI INTERNATIONAL INC.,False,
../downolad_files/data/nasdaq_annual_reports\digimarc-corporation\NASDAQ_DMRC_2018.pdf,digimarc-corporation,DIGIMARC CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\digi-international-inc\NASDAQ_DGII_2017.pdf,digi-international-inc,DIGI INTERNATIONAL INC.,False,
../downolad_files/data/nasdaq_annual_reports\digimarc-corporation\NASDAQ_DMRC_2019.pdf,digimarc-corporation,DIGIMARC CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\digi-international-inc\NASDAQ_DGII_2018.pdf,digi-international-inc,DIGI INTERNATIONAL INC.,False,
../downolad_files/data/nasdaq_annual_reports\digi-international-inc\NASDAQ_DGII_2020.pdf,digi-international-inc,DIGI INTERNATIONAL INC.,False,
../downolad_files/data/nasdaq_annual_reports\digimarc-corporation\NASDAQ_DMRC_2020.pdf,digimarc-corporation,DIGIMARC CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\digimarc-corporation\NASDAQ_DMRC_2021.pdf,digimarc-corporation,DIGIMARC CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\digirad-corporation\NASDAQ_DRAD_2016.pdf,digirad-corporation,Digirad Corporation,False,
../downolad_files/data/nasdaq_annual_reports\digi-international-inc\NASDAQ_DGII_2019.pdf,digi-international-inc,DIGI INTERNATIONAL INC.,False,
../downolad_files/data/nasdaq_annual_reports\digital-ally-inc\NASDAQ_DGLY_2018.pdf,digital-ally-inc,"Digital Ally, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\digirad-corporation\NASDAQ_DRAD_2017.PDF,digirad-corporation,Digirad Corporation,False,
../downolad_files/data/nasdaq_annual_reports\digirad-corporation\NASDAQ_DRAD_2018.pdf,digirad-corporation,Digirad Corporation,False,
../downolad_files/data/nasdaq_annual_reports\digirad-corporation\NASDAQ_DRAD_2019.pdf,digirad-corporation,Digirad Corporation,False,
../downolad_files/data/nasdaq_annual_reports\digital-ally-inc\NASDAQ_DGLY_2020.pdf,digital-ally-inc,"Digital Ally, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\digital-ally-inc\NASDAQ_DGLY_2021.pdf,digital-ally-inc,"DIGITAL ALLY, INC.",False,
../downolad_files/data/nasdaq_annual_reports\digital-ally-inc\NASDAQ_DGLY_2019.pdf,digital-ally-inc,"Digital Ally, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\dime-community-bancshares-inc\NASDAQ_DCOM_2018.pdf,dime-community-bancshares-inc,"Dime Community Bancshares, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\dime-community-bancshares-inc\NASDAQ_DCOM_2019.pdf,dime-community-bancshares-inc,"Dime Community Bancshares, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\digital-turbine-inc\NASDAQ_APPS_2019.pdf,digital-turbine-inc,"DIGITAL TURBINE, INC.",False,
../downolad_files/data/nasdaq_annual_reports\digital-turbine-inc\NASDAQ_APPS_2020.pdf,digital-turbine-inc,"DIGITAL TURBINE, INC.",False,
../downolad_files/data/nasdaq_annual_reports\digital-turbine-inc\NASDAQ_APPS_2021.pdf,digital-turbine-inc,"DIGITAL TURBINE, INC.",False,
../downolad_files/data/nasdaq_annual_reports\digital-turbine-inc\NASDAQ_APPS_2022.pdf,digital-turbine-inc,"DIGITAL TURBINE, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dime-community-bancshares-inc\NASDAQ_DCOM_2020.pdf,dime-community-bancshares-inc,"DIME COMMUNITY BANCSHARES, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dime-community-bancshares-inc\NASDAQ_DCOM_2021.pdf,dime-community-bancshares-inc,"Dime Community Bancshares, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\diodes-incorporated\NASDAQ_DIOD_2018.pdf,diodes-incorporated,DIODES INCORPORATED,False,
../downolad_files/data/nasdaq_annual_reports\diodes-incorporated\NASDAQ_DIOD_2017.pdf,diodes-incorporated,DIODES INCORPORATED,False,
../downolad_files/data/nasdaq_annual_reports\diodes-incorporated\NASDAQ_DIOD_2019.pdf,diodes-incorporated,DIODES INCORPORATED,False,
../downolad_files/data/nasdaq_annual_reports\diodes-incorporated\NASDAQ_DIOD_2021.pdf,diodes-incorporated,DIODES INCORPORATED,False,
../downolad_files/data/nasdaq_annual_reports\discovery-inc\NASDAQ_DISCA_2018.pdf,discovery-inc,"Discovery, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\discovery-inc\NASDAQ_DISCA_2019.pdf,discovery-inc,"Discoveryyy,,, Inc.",True,
../downolad_files/data/nasdaq_annual_reports\discovery-inc\NASDAQ_DISCA_2020.pdf,discovery-inc,"Discovery, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\discovery-inc\NASDAQ_DISCA_2021.pdf,discovery-inc,"Discovery, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\dish-network-corp\NASDAQ_DISH_2018.pdf,dish-network-corp,DISH Network Corporation,False,
../downolad_files/data/nasdaq_annual_reports\dish-network-corp\NASDAQ_DISH_2019.pdf,dish-network-corp,DISH Network Corporation,False,
../downolad_files/data/nasdaq_annual_reports\dish-network-corp\NASDAQ_DISH_2021.pdf,dish-network-corp,DISH Network Corporation,False,
../downolad_files/data/nasdaq_annual_reports\dish-network-corp\NASDAQ_DISH_2020.pdf,dish-network-corp,,,
../downolad_files/data/nasdaq_annual_reports\diversicare-healthcare\NASDAQ_DVCR_2017.pdf,diversicare-healthcare,,,
../downolad_files/data/nasdaq_annual_reports\diversicare-healthcare\NASDAQ_DVCR_2019.pdf,diversicare-healthcare,"Diversicare Healthcare Services, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\diversified-healthcare-trust\NASDAQ_DHC_2019.pdf,diversified-healthcare-trust,DIVERSIFIED HEALTHCARE TRUST,False,
../downolad_files/data/nasdaq_annual_reports\diversicare-healthcare\NASDAQ_DVCR_2018.pdf,diversicare-healthcare,,,
../downolad_files/data/nasdaq_annual_reports\diversified-healthcare-trust\NASDAQ_DHC_2020.pdf,diversified-healthcare-trust,DIVERSIFIED HEALTHCARE TRUST,False,
../downolad_files/data/nasdaq_annual_reports\diversicare-healthcare\NASDAQ_DVCR_2020.pdf,diversicare-healthcare,"Diversicare Health care Services, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\diversified-restaurant-holdings-inc\NASDAQ_SAUC_2015.pdf,diversified-restaurant-holdings-inc,"DIVERSIFIED RESTAURANT HOLDINGS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\diversified-restaurant-holdings-inc\NASDAQ_SAUC_2014.pdf,diversified-restaurant-holdings-inc,"DIVERSIFIED RESTAURANT HOLDINGS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dnb-financial-corporation\NASDAQ_DNBF_2015.pdf,dnb-financial-corporation,18 MAR 201400595322,True,
../downolad_files/data/nasdaq_annual_reports\diversified-healthcare-trust\NASDAQ_DHC_2021.pdf,diversified-healthcare-trust,DIVERSIFIED HEALTHCARE TRUST,False,
../downolad_files/data/nasdaq_annual_reports\diversified-restaurant-holdings-inc\NASDAQ_SAUC_2017.pdf,diversified-restaurant-holdings-inc,Ditech Holding Corporation,True,
../downolad_files/data/nasdaq_annual_reports\diversified-restaurant-holdings-inc\NASDAQ_SAUC_2016.pdf,diversified-restaurant-holdings-inc,"DIVERSIFIED RESTAURANT HOLDINGS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dnb-financial-corporation\NASDAQ_DNBF_2016.pdf,dnb-financial-corporation,18 MAR 201400595322,True,
../downolad_files/data/nasdaq_annual_reports\dnb-financial-corporation\NASDAQ_DNBF_2018.pdf,dnb-financial-corporation,18 MAR 201400595322,True,
../downolad_files/data/nasdaq_annual_reports\dnb-financial-corporation\NASDAQ_DNBF_2017.pdf,dnb-financial-corporation,18 MAR 201400595322,True,
../downolad_files/data/nasdaq_annual_reports\docusign\NASDAQ_DOCU_2019.pdf,docusign,"DOCUSIGN, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dogness-international-corporation\NASDAQ_DOGZ_2018.pdf,dogness-international-corporation,Dogness (International) Corporation,False,
../downolad_files/data/nasdaq_annual_reports\docusign\NASDAQ_DOCU_2021.pdf,docusign,"DOCUSIGN, INC.",False,
../downolad_files/data/nasdaq_annual_reports\docusign\NASDAQ_DOCU_2020.pdf,docusign,,,
../downolad_files/data/nasdaq_annual_reports\dollar-tree-inc\NASDAQ_DLTR_2018.pdf,dollar-tree-inc,"DOLLAR TREE, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dollar-tree-inc\NASDAQ_DLTR_2019.pdf,dollar-tree-inc,"DOLLAR TREE, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dogness-international-corporation\NASDAQ_DOGZ_2019.pdf,dogness-international-corporation,Dogness (International) Corporation,False,
../downolad_files/data/nasdaq_annual_reports\dollar-tree-inc\NASDAQ_DLTR_2020.pdf,dollar-tree-inc,"DOLLAR TREE, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dogness-international-corporation\NASDAQ_DOGZ_2020.pdf,dogness-international-corporation,Dogness (International) Corporation,False,
../downolad_files/data/nasdaq_annual_reports\dollar-tree-inc\NASDAQ_DLTR_2021.pdf,dollar-tree-inc,"DOLLAR TREE, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dogness-international-corporation\NASDAQ_DOGZ_2021.pdf,dogness-international-corporation,Dogness (International) Corporation,False,
../downolad_files/data/nasdaq_annual_reports\domo-inc\NASDAQ_DOMO_2019.pdf,domo-inc,"DOMO, INC.",False,
../downolad_files/data/nasdaq_annual_reports\domo-inc\NASDAQ_DOMO_2020.pdf,domo-inc,"DOMO, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dolphin-entertainment-inc\NASDAQ_DLPN_2020.pdf,dolphin-entertainment-inc,"DOLPHIN ENTERTAINMENT, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dolphin-entertainment-inc\NASDAQ_DLPN_2019.pdf,dolphin-entertainment-inc,"DOLPHIN ENTERTAINMENT, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dolphin-entertainment-inc\NASDAQ_DLPN_2018.pdf,dolphin-entertainment-inc,"DOLPHIN ENTERTAINMENT, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dolphin-entertainment-inc\NASDAQ_DLPN_2021.pdf,dolphin-entertainment-inc,"DOLPHIN ENTERTAINMENT, INC.",False,
../downolad_files/data/nasdaq_annual_reports\donegal-group-inc\NASDAQ_DGICA_2019.pdf,donegal-group-inc,DONEGAL GROUP INC.,False,
../downolad_files/data/nasdaq_annual_reports\donegal-group-inc\NASDAQ_DGICA_2018.pdf,donegal-group-inc,DONEGAL GROUP INC.,False,
../downolad_files/data/nasdaq_annual_reports\donegal-group-inc\NASDAQ_DGICA_2020.pdf,donegal-group-inc,DONEGAL GROUP INC.,False,
../downolad_files/data/nasdaq_annual_reports\donegal-group-inc\NASDAQ_DGICA_2021.pdf,donegal-group-inc,DONEGAL GROUP INC.,False,
../downolad_files/data/nasdaq_annual_reports\domo-inc\NASDAQ_DOMO_2021.pdf,domo-inc,"DOMO, INC.",False,
../downolad_files/data/nasdaq_annual_reports\domo-inc\NASDAQ_DOMO_2022.pdf,domo-inc,"DOMO, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dorman-products-inc\NASDAQ_DORM_2018.pdf,dorman-products-inc,"DORMAN PRODUCTS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dorman-products-inc\NASDAQ_DORM_2019.pdf,dorman-products-inc,"DORMAN PRODUCTS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dorchester-minerals-lp\NASDAQ_DMLP_2019.pdf,dorchester-minerals-lp,"DORCHESTER MINERALS, L.P.",False,
../downolad_files/data/nasdaq_annual_reports\dorchester-minerals-lp\NASDAQ_DMLP_2018.pdf,dorchester-minerals-lp,"DORCHESTER MINERALS, L.P.",False,
../downolad_files/data/nasdaq_annual_reports\dorchester-minerals-lp\NASDAQ_DMLP_2021.pdf,dorchester-minerals-lp,"DORCHESTER MINERALS, L.P.",False,
../downolad_files/data/nasdaq_annual_reports\dorchester-minerals-lp\NASDAQ_DMLP_2020.pdf,dorchester-minerals-lp,"DORCHESTER MINERALS, L.P.",False,
../downolad_files/data/nasdaq_annual_reports\dorman-products-inc\NASDAQ_DORM_2021.pdf,dorman-products-inc,"DORMAN PRODUCTS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dorman-products-inc\NASDAQ_DORM_2020.pdf,dorman-products-inc,"DORMAN PRODUCTS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\douyu-international-holdings-limited\NASDAQ_DOYU_2019.pdf,douyu-international-holdings-limited,DouYu International Holdings Limited,False,
../downolad_files/data/nasdaq_annual_reports\douyu-international-holdings-limited\NASDAQ_DOYU_2020.pdf,douyu-international-holdings-limited,DouYu International Holdings Limited,False,
../downolad_files/data/nasdaq_annual_reports\dragon-victory-international-limited\NASDAQ_LYL_2018.pdf,dragon-victory-international-limited,Dragon Victory International Limited,False,
../downolad_files/data/nasdaq_annual_reports\dragon-victory-international-limited\NASDAQ_LYL_2020.pdf,dragon-victory-international-limited,Dragon Victory International Limited,False,
../downolad_files/data/nasdaq_annual_reports\dragon-victory-international-limited\NASDAQ_LYL_2019.pdf,dragon-victory-international-limited,Dragon Victory International Limited,False,
../downolad_files/data/nasdaq_annual_reports\douyu-international-holdings-limited\NASDAQ_DOYU_2021.pdf,douyu-international-holdings-limited,DouYu International Holdings Limited,False,
../downolad_files/data/nasdaq_annual_reports\dropbox-inc\NASDAQ_DBX_2018.pdf,dropbox-inc,"Dropbox, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\dsp-group-inc\NASDAQ_DSPG_2018.pdf,dsp-group-inc,"DSP GROUP, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dsp-group-inc\NASDAQ_DSPG_2017.pdf,dsp-group-inc,"DSP GROUP, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dropbox-inc\NASDAQ_DBX_2019.pdf,dropbox-inc,"Dropbox, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\dropbox-inc\NASDAQ_DBX_2020.pdf,dropbox-inc,"Dropbox, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\dsp-group-inc\NASDAQ_DSPG_2020.pdf,dsp-group-inc,"DSP GROUP, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dsp-group-inc\NASDAQ_DSPG_2019.pdf,dsp-group-inc,"DSP GROUP, INC.",False,
../downolad_files/data/nasdaq_annual_reports\dunkin-brands-group\NASDAQ_DNKN_2014.pdf,dunkin-brands-group,,,
../downolad_files/data/nasdaq_annual_reports\duluth-holdings-inc\NASDAQ_DLTH_2018.pdf,duluth-holdings-inc,DULUTH HOLDINGS INC.,False,
../downolad_files/data/nasdaq_annual_reports\dunkin-brands-group\NASDAQ_DNKN_2015.PDF,dunkin-brands-group,"DUNKIN’ BRANDS GROUP, INC.",False,
../downolad_files/data/nasdaq_annual_reports\duluth-holdings-inc\NASDAQ_DLTH_2019.pdf,duluth-holdings-inc,DULUTH HOLDINGS INC.,False,
../downolad_files/data/nasdaq_annual_reports\duluth-holdings-inc\NASDAQ_DLTH_2020.pdf,duluth-holdings-inc,DULUTH HOLDINGS INC.,False,
../downolad_files/data/nasdaq_annual_reports\dunkin-brands-group\NASDAQ_DNKN_2017.pdf,dunkin-brands-group,,,
../downolad_files/data/nasdaq_annual_reports\dunkin-brands-group\NASDAQ_DNKN_2016.pdf,dunkin-brands-group,,,
../downolad_files/data/nasdaq_annual_reports\dunkin-brands-group\NASDAQ_DNKN_2018.pdf,dunkin-brands-group,"DUNKIN’ BRANDS GROUP, INC.",False,
../downolad_files/data/nasdaq_annual_reports\duos-technologies-group-inc\NASDAQ_DUOT_2016.pdf,duos-technologies-group-inc,"DUOS TECHNOLOGIES GROUP, INC.",False,
